run_id,model_id,quant,suite,repair,git_ref,verdict_source,task_id,passed,failure_tags,steps,total_tokens,trajectory_success,interface_variant,seed,temperature,rung,instance
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_e,0,unexpected_tool_call,3,3630,1,PL_EN,42,0.0,L0,e
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_f,0,unexpected_tool_call;wrong_final_answer,3,3624,1,PL_EN,42,0.0,L0,f
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_g,0,unexpected_tool_call,3,3630,1,PL_EN,42,0.0,L0,g
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_h,0,unexpected_tool_call;wrong_final_answer,3,3627,1,PL_EN,42,0.0,L0,h
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_i,0,final_answer_missing;invalid_json;schema_violation;unexpected_tool_call,8,11559,0,PL_EN,42,0.0,L0,i
L0_control_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_j,0,unexpected_tool_call;wrong_final_answer,3,3627,1,PL_EN,42,0.0,L0,j
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_a,0,unknown_action;wrong_final_answer,6,7741,1,PL_EN,42,0.0,L0,a
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_b,0,final_answer_missing;unknown_action,8,16466,0,PL_EN,42,0.0,L0,b
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_c,0,final_answer_missing;unknown_action,8,10632,0,PL_EN,42,0.0,L0,c
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_d,0,final_answer_missing;schema_violation;unknown_action,8,10209,0,PL_EN,42,0.0,L0,d
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_e,0,final_answer_missing;schema_violation;unknown_action,8,10545,0,PL_EN,42,0.0,L0,e
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_f,0,final_answer_missing;unknown_action,8,10632,0,PL_EN,42,0.0,L0,f
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_g,0,final_answer_missing;invalid_json;schema_violation;unknown_action,8,14475,0,PL_EN,42,0.0,L0,g
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_h,0,final_answer_missing;unknown_action,8,10632,0,PL_EN,42,0.0,L0,h
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_i,0,final_answer_missing;unknown_action,8,14506,0,PL_EN,42,0.0,L0,i
L0_control_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_j,0,final_answer_missing;unknown_action,8,10632,0,PL_EN,42,0.0,L0,j
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_a,0,final_answer_missing;schema_violation;unexpected_tool_call;unknown_action,8,10947,0,PL_EN,42,0.0,L0,a
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_b,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4111,1,PL_EN,42,0.0,L0,b
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_c,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4037,1,PL_EN,42,0.0,L0,c
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_d,0,final_answer_missing;schema_violation;unexpected_tool_call;unknown_action,8,11000,0,PL_EN,42,0.0,L0,d
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_e,0,final_answer_missing;schema_violation;unexpected_tool_call;unknown_action,8,10947,0,PL_EN,42,0.0,L0,e
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_f,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4037,1,PL_EN,42,0.0,L0,f
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_g,0,final_answer_missing;unexpected_tool_call,8,11489,0,PL_EN,42,0.0,L0,g
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_h,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4003,1,PL_EN,42,0.0,L0,h
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_i,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4111,1,PL_EN,42,0.0,L0,i
L0_control_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_j,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,4003,1,PL_EN,42,0.0,L0,j
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_a,0,unknown_action,2,2627,1,PL_EN,42,0.0,L0,a
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_b,0,final_answer_missing;unexpected_tool_call;unknown_action,8,12744,0,PL_EN,42,0.0,L0,b
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_c,0,final_answer_missing;unknown_action,8,23990,0,PL_EN,42,0.0,L0,c
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_d,0,unexpected_tool_call;unknown_action,3,3804,1,PL_EN,42,0.0,L0,d
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_e,0,unknown_action,2,2627,1,PL_EN,42,0.0,L0,e
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_f,0,final_answer_missing;unknown_action,8,23990,0,PL_EN,42,0.0,L0,f
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_g,0,final_answer_missing;unknown_action,8,13901,0,PL_EN,42,0.0,L0,g
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_h,0,final_answer_missing;unexpected_tool_call;unknown_action,8,11785,0,PL_EN,42,0.0,L0,h
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_i,0,final_answer_missing;unexpected_tool_call;unknown_action,8,12060,0,PL_EN,42,0.0,L0,i
L0_control_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_j,0,final_answer_missing;unknown_action,8,10616,0,PL_EN,42,0.0,L0,j
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_a,0,unexpected_tool_call,3,4139,1,PL_EN,42,0.0,L0,a
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_b,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3745,1,PL_EN,42,0.0,L0,b
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_c,0,unexpected_tool_call;wrong_final_answer,3,3979,1,PL_EN,42,0.0,L0,c
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_d,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3740,1,PL_EN,42,0.0,L0,d
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_e,0,unexpected_tool_call,3,4139,1,PL_EN,42,0.0,L0,e
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_f,0,unexpected_tool_call;wrong_final_answer,3,3979,1,PL_EN,42,0.0,L0,f
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_g,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3910,1,PL_EN,42,0.0,L0,g
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_h,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3740,1,PL_EN,42,0.0,L0,h
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_i,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3753,1,PL_EN,42,0.0,L0,i
L0_control_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0_control,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0_j,0,final_answer_missing;schema_violation;unexpected_tool_call;unknown_action,8,10909,0,PL_EN,42,0.0,L0,j
