run_id,model_id,quant,suite,repair,git_ref,verdict_source,task_id,passed,failure_tags,steps,total_tokens,trajectory_success,interface_variant,seed,temperature,rung,instance
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,wrong_final_answer,1,1119,1,PL_EN,42,0.0,L0e,a
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,b
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,c
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,d
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,wrong_final_answer,1,1119,1,PL_EN,42,0.0,L0e,e
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,f
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,1,,1,1129,1,PL_EN,42,0.0,L0e,g
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,h
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,i
L0e_2026-09__11b_q8_repair,bielik-11b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,j
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,a
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,b
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,c
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,d
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,e
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,f
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;no_json_found;unknown_action,8,10744,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,final_answer_missing;unknown_action,8,12040,0,PL_EN,42,0.0,L0e,h
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,final_answer_missing;no_json_found;unknown_action,8,11074,0,PL_EN,42,0.0,L0e,i
L0e_2026-09__11b_q4_no_repair,bielik-11b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,no_json_found;wrong_final_answer,2,2349,1,PL_EN,42,0.0,L0e,j
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,a
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,b
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,c
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,d
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,no_json_found;unknown_action,8,12715,1,PL_EN,42,0.0,L0e,e
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,final_answer_missing;no_json_found;unknown_action,8,11305,0,PL_EN,42,0.0,L0e,f
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;no_json_found;unknown_action,8,10744,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,final_answer_missing;unknown_action,8,12040,0,PL_EN,42,0.0,L0e,h
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,final_answer_missing;no_json_found;unknown_action,8,11074,0,PL_EN,42,0.0,L0e,i
L0e_2026-09__11b_q4_repair,bielik-11b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,no_json_found;wrong_final_answer,2,2349,1,PL_EN,42,0.0,L0e,j
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,a
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10914,0,PL_EN,42,0.0,L0e,b
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,c
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,final_answer_missing;schema_violation;unexpected_tool_call,8,11230,0,PL_EN,42,0.0,L0e,d
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,e
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,f
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,final_answer_missing;schema_violation;unexpected_tool_call,8,11238,0,PL_EN,42,0.0,L0e,h
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,i
L0e_2026-09__7b_q8_no_repair,bielik-minitron-7b-v3,Q8_0,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,j
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,a
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10914,0,PL_EN,42,0.0,L0e,b
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,c
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,final_answer_missing;schema_violation;unexpected_tool_call,8,11230,0,PL_EN,42,0.0,L0e,d
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,e
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,f
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,final_answer_missing;schema_violation;unexpected_tool_call,8,11238,0,PL_EN,42,0.0,L0e,h
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10644,0,PL_EN,42,0.0,L0e,i
L0e_2026-09__7b_q8_repair,bielik-minitron-7b-v3,Q8_0,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,final_answer_missing;schema_violation;unexpected_tool_call,8,10898,0,PL_EN,42,0.0,L0e,j
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,a
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,final_answer_missing;unknown_action,8,13552,0,PL_EN,42,0.0,L0e,b
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,c
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,d
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,e
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,f
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;schema_violation,8,9268,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,final_answer_missing;unknown_action,8,11058,0,PL_EN,42,0.0,L0e,h
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,final_answer_missing;unknown_action,8,13867,0,PL_EN,42,0.0,L0e,i
L0e_2026-09__7b_q4_no_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,off,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,final_answer_missing;unknown_action,8,13340,0,PL_EN,42,0.0,L0e,j
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_a,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,a
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_b,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3812,1,PL_EN,42,0.0,L0e,b
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_c,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,c
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_d,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,d
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_e,0,wrong_final_answer,1,1123,1,PL_EN,42,0.0,L0e,e
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_f,0,wrong_final_answer,1,1122,1,PL_EN,42,0.0,L0e,f
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_g,0,final_answer_missing;schema_violation,8,9268,0,PL_EN,42,0.0,L0e,g
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_h,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3807,1,PL_EN,42,0.0,L0e,h
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_i,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3812,1,PL_EN,42,0.0,L0e,i
L0e_2026-09__7b_q4_repair,bielik-minitron-7b-v3,Q4_K_M,L0e,on,8875ef4,run.log+eval.smoke.evaluate,v3_ext_L0e_j,0,unexpected_tool_call;unknown_action;wrong_final_answer,3,3807,1,PL_EN,42,0.0,L0e,j
