run_id,model_id,quant,suite,repair,git_ref,verdict_source,task_id,passed,failure_tags,steps,total_tokens,trajectory_success,interface_variant,seed,temperature,tier
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,adv_013,0,wrong_tool_order,2,3735,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L0_a,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L0_b,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L0_c,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L1_a,0,unknown_action;wrong_final_answer,4,9735,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L1_b,0,final_answer_missing;unknown_action,8,28480,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L1_c,0,no_json_found;wrong_final_answer,3,5623,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L2_a,0,no_json_found;wrong_final_answer;wrong_tool_order,3,6609,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L2_b,0,unknown_action;wrong_tool_order,3,6615,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L2_c,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6273,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L3_a,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6093,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L3_b,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,23738,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_arith_L3_c,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6051,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_001,0,unknown_action;wrong_tool_order,3,6093,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_001_arith,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,25794,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_002,0,unknown_action;wrong_tool_order,4,9800,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_003,0,wrong_tool_order,1,1202,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_004,0,schema_violation;unknown_action;wrong_tool_order,5,13033,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_004_arith,0,schema_violation;unknown_action;wrong_final_answer;wrong_tool_order,5,13033,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_005,0,unknown_action;wrong_tool_order,3,6080,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_005_arith,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,28501,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_006,0,wrong_tool_order,1,1225,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_006_arith,0,wrong_final_answer;wrong_tool_order,1,1225,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_007,0,final_answer_missing;unknown_action;wrong_tool_order,8,27906,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_007_arith,0,final_answer_missing;unknown_action;wrong_tool_order,8,23427,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_008,0,unknown_action;wrong_tool_order,4,9553,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_009,0,unknown_action;wrong_tool_order,4,9593,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_010,0,unknown_action;wrong_tool_order,4,9287,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_010_arith,0,unknown_action;wrong_final_answer;wrong_tool_order,4,9746,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_011,1,,3,6353,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_012,0,unknown_action;wrong_tool_order,3,6011,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_013,0,wrong_final_answer,3,6382,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_014,0,wrong_tool_order,2,3669,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_015,0,wrong_final_answer,3,6382,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_016,0,no_json_found;unknown_action;wrong_tool_order,4,9139,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_001,0,no_json_found;wrong_tool_order,4,9313,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_001_arith,0,wrong_final_answer;wrong_tool_order,3,6076,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_002,0,final_answer_missing,6,15239,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_003,0,wrong_tool_order,3,6467,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_003_arith,0,wrong_final_answer;wrong_tool_order,3,6018,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_004,1,,3,6309,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_004_arith,0,wrong_final_answer,3,6309,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_005,0,wrong_tool_order,3,6479,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_005_arith,0,wrong_final_answer;wrong_tool_order,3,6479,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_006,0,final_answer_missing;wrong_tool_order,10,41935,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_007,0,final_answer_missing;wrong_tool_order,10,37310,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_008,0,final_answer_missing;wrong_tool_order,10,43199,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_009,0,no_json_found;wrong_tool_order,3,6364,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_010,0,wrong_tool_order,3,6043,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_011,0,final_answer_missing;wrong_tool_order,10,41950,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_012,0,wrong_tool_order,4,9513,1,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_013,0,final_answer_missing;wrong_tool_order,10,38533,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_no_repair,bielik-minitron-7b-v3,Q2_K,main67,off,83db813,eval.smoke.evaluate,v3_chain_en_014,0,final_answer_missing;wrong_tool_order,10,42015,0,EN_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_001,1,,2,2338,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_002,1,,3,6365,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_003,1,,2,2182,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_004a,1,,2,2651,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_004b,0,expected_tool_not_called,2,3347,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_005,1,,2,2686,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_006,0,expected_tool_not_called;final_answer_missing;unknown_action,5,13245,0,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_007,1,,2,2180,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_008,1,,3,6398,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_009a,0,expected_tool_not_called;final_answer_missing,5,13550,0,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_009b,1,,2,2336,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_010,0,unexpected_tool_call,2,2616,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_011,1,,2,2802,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_012,1,,2,3659,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,adv_013,0,wrong_tool_order,2,3735,1,PL_EN,42,0.0,easy
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L0_a,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L0_b,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L0_c,0,final_answer_missing;unexpected_tool_call,8,28728,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L1_a,0,unknown_action;wrong_final_answer,4,9735,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L1_b,0,final_answer_missing;unknown_action,8,28480,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L1_c,0,no_json_found;wrong_final_answer,3,5623,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L2_a,0,no_json_found;wrong_final_answer;wrong_tool_order,3,6609,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L2_b,0,unknown_action;wrong_tool_order,3,6615,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L2_c,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6273,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L3_a,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6093,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L3_b,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,23738,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_arith_L3_c,0,unknown_action;wrong_final_answer;wrong_tool_order,3,6051,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_001,0,unknown_action;wrong_tool_order,3,6093,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_001_arith,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,25794,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_002,0,unknown_action;wrong_tool_order,4,9800,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_003,0,wrong_tool_order,1,1202,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_004,0,schema_violation;unknown_action;wrong_tool_order,5,13033,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_004_arith,0,schema_violation;unknown_action;wrong_final_answer;wrong_tool_order,5,13033,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_005,0,unknown_action;wrong_tool_order,3,6080,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_005_arith,0,final_answer_missing;schema_violation;unknown_action;wrong_tool_order,8,28501,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_006,0,wrong_tool_order,1,1225,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_006_arith,0,wrong_final_answer;wrong_tool_order,1,1225,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_007,0,final_answer_missing;unknown_action;wrong_tool_order,8,27906,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_007_arith,0,final_answer_missing;unknown_action;wrong_tool_order,8,23427,0,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_008,0,unknown_action;wrong_tool_order,4,9553,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_009,0,unknown_action;wrong_tool_order,4,9593,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_010,0,unknown_action;wrong_tool_order,4,9287,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_010_arith,0,unknown_action;wrong_final_answer;wrong_tool_order,4,9746,1,PL_EN,42,0.0,hard
v3_arith_clean_2026-06-18__q2_repair,bielik-minitron-7b-v3,Q2_K,main67,on,83db813,eval.smoke.evaluate,v3_chain_011,1,,3,6353,1,PL_EN,42,0.0,hard
